business_id,stars,review_count,parking_availability_score,enhanced_parking_score,has_parking,price_range,total_reviews,avg_review_stars,review_engagement,rating_consistency,is_restaurant,parking_mentions,parking_positive_sentiment,parking_negative_sentiment,free_parking_mentions,valet_mentions,has_good_parking,is_highly_rated
bugqlf02nwjIY1F8lozzKQ,4.0,141,1,1.5,1,2.0,146,3.9863013698630136,1.7191780821917808,1.6666666666666667,1,21,0,0,0,0,0,0
maOMGu_2dSHKydBgZdTsvQ,3.5,559,3,4.5,1,2.0,564,3.49290780141844,1.3670212765957446,1.6666666666666667,1,10,0,0,1,0,1,0
SS3YLZ62t53knXu217Q0hA,4.0,36,2,2.5,1,2.0,37,4.054054054054054,1.4594594594594594,1.6666666666666667,1,10,0,0,0,0,0,1
YD9-VUxnobct_Jv4E9SAvA,4.0,275,3,2.0,1,1.0,286,3.965034965034965,1.3601398601398602,1.6666666666666667,1,41,0,1,0,0,0,0
wK0st2QWGin3shaIYHG0Xg,4.0,54,5,5.0,1,1.0,55,4.054545454545455,1.1272727272727272,1.6666666666666667,1,5,0,0,0,0,1,1
9kNwVP9V3e5NVbTSNsUN4w,4.0,12,2,2.0,1,1.0,12,4.0,3.333333333333333,1.6666666666666667,1,2,0,0,0,0,0,1
EmzPQvyNQH-lR81tcFrKSw,4.0,14,2,3.0,1,1.0,14,4.071428571428571,3.0,1.6666666666666667,1,7,2,0,0,0,1,1
kmlpgzoaRQaXsyLIWwwFDA,5.0,16,2,2.0,1,,16,4.875,0.9375,1.6666666666666667,1,1,0,0,0,0,0,1
K6XWaJkcMhayiZxlTVX-Ag,3.5,115,1,1.5,1,2.0,122,3.295081967213114,2.1639344262295084,1.6666666666666667,1,13,0,0,0,0,0,0
SUL_XDzGnnccUgHqnix1Ng,3.5,245,3,3.5,1,2.0,253,3.438735177865613,1.1541501976284585,1.6666666666666667,1,12,0,0,0,0,1,0
OtIjTZZmMZwOyITdGx6UMA,4.0,28,2,2.5,1,1.0,29,4.172413793103448,2.413793103448276,1.6666666666666667,1,13,0,0,0,0,0,1
uV2UIrCxSng1tQ1Gi9n_Sw,4.0,20,2,2.5,1,1.0,20,4.1,4.05,1.6666666666666667,1,6,0,0,0,0,0,1
_393npnr0Dw1aGKy83x_0A,4.5,507,1,1.0,1,2.0,522,4.524904214559387,1.6973180076628354,1.6666666666666667,1,2,0,0,0,0,0,1
zWkabha6AGOGGIcKMqACXg,4.0,166,2,3.0,1,2.0,168,4.2023809523809526,2.4226190476190474,1.6666666666666667,1,37,3,0,0,0,1,1
-6L7ckMsebhvS_nk4wjhIA,4.0,31,2,2.0,1,1.0,33,3.939393939393939,1.303030303030303,1.6666666666666667,1,3,0,0,0,0,0,0
z87J50pmTCfbiUDZufjOVw,4.5,88,2,2.5,1,2.0,93,4.419354838709677,2.043010752688172,1.6666666666666667,1,7,0,0,0,0,0,1
8bspUjozseF9WZRAXLtM3Q,1.5,30,2,2.0,1,1.0,39,1.4871794871794872,4.205128205128205,1.6666666666666667,1,4,0,0,0,0,0,0
QdzVXx4rzlEf_6ERBWEjmQ,4.0,21,2,2.0,1,1.0,22,3.8181818181818175,4.681818181818182,1.6666666666666667,1,0,0,0,0,0,0,0
ekxvAyD2T5v3GS7n4X_3dQ,4.0,70,1,1.0,1,1.0,71,3.9014084507042255,1.8309859154929575,1.6666666666666667,1,5,0,0,0,0,0,0
sARE4pLe59vgmrBgJls1rQ,4.0,46,1,1.5,1,2.0,46,3.978260869565217,0.6739130434782609,1.6666666666666667,1,6,0,0,0,0,0,0
95r3jAJRn10e9aB5I_NlPg,4.0,313,1,1.5,1,2.0,328,3.844512195121952,2.2713414634146343,1.6666666666666667,1,22,0,0,0,0,0,0
lQfoxruhjhFQnJLOmILNAw,3.5,46,1,1.0,1,1.0,48,3.520833333333333,0.8125,1.6666666666666667,1,3,0,0,0,0,0,0
1-2o_s9TE1auWIivBjdL5g,3.5,200,3,3.5,1,2.0,203,3.571428571428572,1.064039408866995,1.6666666666666667,1,12,0,0,0,0,1,0
LuJf3rdkswqf6GzbuXVtBQ,4.0,165,2,2.5,1,2.0,173,4.161849710982659,1.0982658959537572,1.6666666666666667,1,17,0,0,0,0,0,1
9w-LZEkP1hf363G-OYvKDg,4.5,1503,3,3.5,1,1.0,1534,4.417861799217731,1.121903520208605,1.6666666666666667,1,34,0,0,0,0,1,1
s0yq79nfOrJEYoGKQLoxkg,4.5,184,1,1.5,1,1.0,196,4.280612244897959,0.9642857142857144,1.6666666666666667,1,7,0,0,0,0,0,1
5Gxej8xEPPeJC-N8-x8kuA,4.5,72,2,1.0,1,,76,4.394736842105263,1.894736842105263,1.6666666666666667,1,10,0,1,0,0,0,1
5yqiZtVddseUZKIWe4t-eA,3.5,55,2,2.0,1,2.0,58,3.655172413793104,1.0517241379310345,1.6666666666666667,1,4,0,0,0,0,0,0
p9eonMRsRquzgmwIy0s9qA,2.5,71,2,2.5,1,2.0,73,2.547945205479452,1.2191780821917808,1.6666666666666667,1,12,0,0,0,0,0,0
HGnhZBsEmvlKHsmmhcWleQ,4.5,108,1,1.5,1,2.0,111,4.36936936936937,2.1981981981981984,1.6666666666666667,1,19,0,0,0,0,0,1
vuAI70USd3my2Kb9_9zajw,3.5,238,3,3.5,1,2.0,254,3.6535433070866143,1.6496062992125984,1.6666666666666667,1,28,0,0,0,0,1,0
2pDXWt8KnncH7FEHL25NvA,4.5,425,2,1.0,1,2.0,444,4.545045045045045,1.2545045045045045,1.6666666666666667,1,19,0,1,0,0,0,1
8NKKQv7GL-S3je-A2IQThA,4.0,142,1,0.0,1,1.0,147,4.122448979591836,2.095238095238096,1.6666666666666667,1,18,0,2,0,0,0,1
PbqJmjSijS7aXr0qkjbuxA,4.0,85,2,1.5,1,3.0,92,3.858695652173913,1.0869565217391304,1.6666666666666667,1,9,0,1,0,1,0,0
gCcJTKC40CL0XtYYGfcXDw,4.5,423,1,1.5,1,1.0,440,4.470454545454546,1.0613636363636365,1.6666666666666667,1,6,0,0,0,0,0,1
FnEkr6LzjuGsg93Z7fkl7Q,3.0,131,2,2.5,1,2.0,131,2.801526717557252,2.175572519083969,1.6666666666666667,1,8,0,0,0,0,0,0
cdnTBw0Ghpais2LzMMbnTg,2.0,12,2,2.0,1,1.0,13,2.076923076923077,0.9230769230769232,1.6666666666666667,1,3,0,0,0,0,0,0
indl78vhU8vTjq_kBJXhaA,4.5,65,3,3.5,1,2.0,67,4.447761194029851,1.3432835820895523,1.6666666666666667,1,21,0,0,0,0,1,1
FrkGJp1WIxpFFT07Qbos5w,4.5,44,2,3.0,1,2.0,44,4.477272727272728,1.3409090909090908,1.6666666666666667,1,6,1,0,0,0,1,1
RUfWgnSSQKjRNBpK0wSxfg,3.0,149,1,1.5,1,2.0,158,2.835443037974684,1.2531645569620251,1.6666666666666667,1,13,0,0,0,0,0,0
j1Dwh1vyuYfIypTt-Aeu6A,3.5,144,3,4.0,1,2.0,149,3.5167785234899327,1.0536912751677852,1.6666666666666667,1,13,1,0,0,0,1,0
ez6P_Mz-Keit2yZ5V7ZN3A,2.0,17,4,4.0,1,2.0,17,1.9411764705882355,2.117647058823529,1.6666666666666667,1,0,0,0,0,0,1,0
QGzyGNkNBnB1q6KgeUL3Cg,4.0,190,1,0.0,1,2.0,194,4.154639175257732,2.6391752577319587,1.6666666666666667,1,9,0,1,0,0,0,1
jwp7_9S5IslgXnA7udfkYQ,4.0,70,2,3.0,1,2.0,73,3.9315068493150687,1.547945205479452,1.6666666666666667,1,9,2,0,0,0,1,0
7wSnkgOORRCqVDa_n8Upxg,4.0,510,1,2.5,1,2.0,515,4.223300970873787,1.0310679611650486,1.6666666666666667,1,16,0,0,1,0,0,1
2OEL_uLdTg90PiFVh_HdIQ,4.5,53,3,3.0,1,1.0,53,4.528301886792453,0.7547169811320755,1.6666666666666667,1,4,0,0,0,0,1,1
nv7i6LwawjPxlmxaKJWuJg,2.5,28,2,2.0,1,1.0,29,2.206896551724138,0.5862068965517241,1.6666666666666667,1,3,0,0,0,0,0,0
ZeJtTMFI_x0N_tSlvcPgOw,4.0,15,2,2.0,1,1.0,15,3.933333333333333,0.8666666666666667,1.6666666666666667,1,0,0,0,0,0,0,0
uiTjhohw9sCx4eEws6piaA,2.5,144,1,1.5,1,2.0,150,2.6733333333333333,1.6866666666666668,1.6666666666666667,1,11,0,0,0,0,0,0
-xV7aMI1PHEaXPLCA5H2ew,3.0,88,3,4.0,1,2.0,89,3.213483146067416,1.6741573033707866,1.6666666666666667,1,18,0,0,0,1,1,0
nXG84STJU1y_AvevXABHuA,2.0,37,2,2.5,1,1.0,39,1.794871794871795,0.6153846153846154,1.6666666666666667,1,6,0,0,0,0,0,0
mMuvlDGcJrokNFd4ob9tcw,4.0,32,2,2.0,1,,34,3.9705882352941178,4.617647058823529,1.6666666666666667,1,4,0,0,0,0,0,0
MAA8oAcCmAle0u-Sj2R24w,4.0,53,1,1.0,1,2.0,56,3.8392857142857135,1.1428571428571428,1.6666666666666667,1,3,0,0,0,0,0,0
ZKfRC21YEH3GGqCVVN8qEg,4.0,362,2,3.5,1,2.0,370,4.091891891891892,0.8702702702702703,1.6666666666666667,1,35,1,0,0,1,1,1
_VYWkhKEy3QO1LTD_rTPYQ,3.5,16,2,2.5,1,1.0,16,3.3125,1.75,1.6666666666666667,1,8,0,0,0,0,0,0
f9yBZy6IRQwX1yyy_9X6xA,2.0,78,2,3.0,1,1.0,79,2.075949367088608,0.8734177215189873,1.6666666666666667,1,12,1,0,0,0,1,0
XJZfCBVlhiapUDlBQs2DKw,4.0,219,4,5.0,1,2.0,224,4.223214285714286,1.3928571428571428,1.6666666666666667,1,10,0,0,0,3,1,1
Izj9SZocemNgqLKi4h8R4w,3.5,493,3,5.0,1,3.0,514,3.616731517509728,1.970817120622568,1.6666666666666667,1,32,1,0,1,3,1,0
txu8u5GtUMLSbWxy2z-ktQ,3.5,20,2,2.5,1,,21,3.523809523809524,1.6666666666666667,1.6666666666666667,1,7,0,0,0,0,0,0
WO_5ViN3KaeYZaAxTSRjdg,4.5,121,1,2.0,1,2.0,124,4.637096774193548,2.306451612903226,1.6666666666666667,1,15,1,0,0,0,0,1
-yNKhQFiUu0J-n6Ip4kBkA,4.0,42,2,2.5,1,,42,3.8333333333333335,2.6666666666666665,1.6666666666666667,1,11,0,0,0,0,0,0
yw8LY8Zm1YXR7yLSpKEpCA,4.5,68,3,4.0,1,2.0,72,4.263888888888889,1.2222222222222223,1.6666666666666667,1,13,1,0,0,0,1,1
BKVwN2btBPovpWis42Urlg,4.0,48,3,2.0,1,1.0,50,3.8,1.38,1.6666666666666667,1,2,0,1,0,0,0,0
EIj6irQyq2Oeq219EkFynw,4.0,68,1,0.0,1,1.0,68,3.882352941176471,4.602941176470588,1.6666666666666667,1,12,0,1,0,0,0,0
GIo6CTonm96GbnHqLsw04g,3.5,479,4,4.5,1,2.0,502,3.543824701195219,1.247011952191235,1.6666666666666667,1,18,0,0,0,0,1,0
3AjwyeF8oiTiHij9vFgyMw,4.0,73,2,3.0,1,2.0,74,4.0,1.6216216216216215,1.6666666666666667,1,8,1,0,0,0,1,1
x063XOQJCfTsKvS7iPLSsQ,3.5,408,1,1.5,1,2.0,415,3.68433734939759,0.7759036144578313,1.6666666666666667,1,16,0,0,0,0,0,0
9kaLrv9_zvuwb-F1BOde7g,2.5,29,3,3.5,1,2.0,29,2.3448275862068964,2.103448275862069,1.6666666666666667,1,8,0,0,0,0,1,0
TkupWfgSwBd_h05HAORDJg,3.5,207,2,2.5,1,2.0,224,3.4910714285714284,1.0178571428571428,1.6666666666666667,1,11,0,0,0,0,0,0
E7W2rjNXy9UF0trIEtqLDA,4.0,273,2,2.5,1,2.0,284,4.172535211267606,1.1267605633802815,1.6666666666666667,1,24,0,0,0,0,0,1
-c6hc8kxFzeaIKoM6nWS-Q,4.0,38,3,3.5,1,1.0,47,4.25531914893617,4.340425531914893,1.6666666666666667,1,11,0,0,0,0,1,1
F7YS-l6nPkuFMD5nO_QIow,3.0,76,2,2.5,1,1.0,80,3.2375,0.8125,1.6666666666666667,1,8,0,0,0,0,0,0
ASO_DSdqBbLzj6er009hNg,4.0,47,2,2.0,1,1.0,48,3.8958333333333335,1.4375,1.6666666666666667,1,2,0,0,0,0,0,0
ZUZuLPmQdH49_ARGpIrSHQ,2.5,15,2,2.0,1,1.0,16,2.5625,2.375,1.6666666666666667,1,3,0,0,0,0,0,0
seMvLAjolVwWOVQE4rvdMQ,3.5,77,2,2.5,1,2.0,78,3.551282051282051,1.2435897435897436,1.6666666666666667,1,8,0,0,0,0,0,0
8gY3LGFUMIQubovGbSd7Nw,4.5,923,1,2.5,1,2.0,958,4.284968684759916,2.301670146137787,1.6666666666666667,1,28,0,0,1,0,0,1
j99PtxlKTW_u5alE4jiqHQ,3.5,653,2,3.0,1,2.0,663,3.5867269984917045,2.220211161387632,1.6666666666666667,1,28,0,0,0,6,1,0
gmimhqv4vrG7_LYadxFYZA,4.5,109,2,2.0,1,1.0,111,4.567567567567568,1.4414414414414414,1.6666666666666667,1,5,0,0,0,0,0,1
lUxLtVcIKLKhi4lzuGVooA,3.0,49,2,3.5,1,2.0,52,2.9038461538461537,0.6538461538461539,1.6666666666666667,1,8,0,0,1,0,1,0
SNuTYRfrIRpBwswsXHj1lw,3.0,124,1,2.0,1,2.0,127,3.236220472440945,0.7795275590551181,1.6666666666666667,1,19,1,0,0,0,0,0
BRM7OfdwyiXOH_TrU-aPYA,4.0,86,2,3.0,1,2.0,90,3.966666666666667,1.988888888888889,1.6666666666666667,1,4,1,0,0,0,1,0
f0kf3tDefKwXq9Hl4bJJ_w,4.0,10,2,2.0,1,,10,4.1,0.3,1.6666666666666667,1,2,0,0,0,0,0,1
N-ej51lLtIl4TMC-Qb3k4A,3.0,90,2,4.0,1,2.0,94,2.925531914893617,2.9468085106382977,1.6666666666666667,1,28,1,0,1,0,1,0
zH2p7tus0482nUMKZ2Bg3w,4.0,58,1,1.5,1,2.0,61,3.80327868852459,3.360655737704918,1.6666666666666667,1,18,0,0,0,0,0,0
Esz_uoKXBN4RJRWmtLpRlg,2.5,28,2,2.5,1,2.0,32,2.875,1.59375,1.6666666666666667,1,9,0,0,0,0,0,0
SmSNWxjEYQgpn-uH7Qfv7A,3.5,274,2,3.0,1,1.0,286,3.632867132867133,1.8846153846153848,1.6666666666666667,1,19,1,0,0,0,1,0
EwWcloIMj8zflH5Dc16-nw,4.0,183,2,3.0,1,2.0,191,4.0,3.0104712041884816,1.6666666666666667,1,24,0,0,0,1,1,1
2eeAp5qKnqSTM_inBIWiiw,2.0,88,2,2.5,1,2.0,89,2.213483146067416,1.2359550561797752,1.6666666666666667,1,7,0,0,0,0,0,0
kGNzqiYKDns-IU80uHF4sw,2.5,30,2,2.0,1,1.0,31,2.6451612903225805,0.6129032258064516,1.6666666666666667,1,1,0,0,0,0,0,0
JxC9SCQF4aS2lHhRNkKjsQ,4.5,483,2,3.0,1,2.0,504,4.4603174603174605,2.4027777777777777,1.6666666666666667,1,11,1,0,0,0,1,1
MvWBAo164qmZGu_04b08vw,3.5,74,2,2.5,1,1.0,74,3.716216216216216,1.7972972972972974,1.6666666666666667,1,14,0,0,0,0,0,0
drdUxcjlRK5QFG8JXf-5mg,3.0,44,2,2.0,1,2.0,46,3.1956521739130435,1.7391304347826086,1.6666666666666667,1,5,0,0,0,0,0,0
9xOTSOxFBDO_is6VaL8UoA,3.0,16,2,2.0,1,2.0,16,3.125,1.5,1.6666666666666667,1,3,0,0,0,0,0,0
XHxAIQR-QAz6j1RMaz_J1A,3.5,131,3,4.0,1,2.0,136,3.389705882352941,1.0514705882352942,1.6666666666666667,1,14,1,0,0,0,1,0
N2kFhCeHWw5B9nxjtkgotQ,3.5,61,1,1.0,1,2.0,63,3.365079365079365,4.301587301587301,1.6666666666666667,1,5,0,0,0,0,0,0
bdIdqfR3G_2MnAstYqQJgQ,3.5,150,2,3.0,1,2.0,156,3.641025641025641,2.275641025641025,1.6666666666666667,1,10,1,0,0,0,1,0
aFT4pXEwhw6z5jrFiAB9YQ,4.5,51,2,2.5,1,2.0,53,4.264150943396227,0.7169811320754716,1.6666666666666667,1,14,0,0,0,0,0,1
NHVGjNYZcQ-ATOkMaZ6G2Q,3.0,50,2,2.0,1,1.0,53,3.037735849056604,0.6792452830188679,1.6666666666666667,1,4,0,0,0,0,0,0
MqdCs22Lym96IRmt9ivKyQ,1.5,13,2,2.0,1,1.0,13,1.6923076923076923,1.0769230769230769,1.6666666666666667,1,2,0,0,0,0,0,0
59JpYjwb0GcL_iOG3eqD9A,3.5,64,2,4.0,1,3.0,67,3.7313432835820897,2.3582089552238807,1.6666666666666667,1,27,1,0,1,0,1,0
y7MSJWmNPaVbSoQAaeCTBA,5.0,56,1,3.0,1,2.0,58,4.775862068965517,2.7413793103448274,1.6666666666666667,1,20,2,0,2,0,1,1
-MRgqfCoHgUNdvszLRgDcw,3.0,93,2,3.0,1,2.0,96,3.239583333333333,1.28125,1.6666666666666667,1,6,1,0,0,0,1,0
DgC5bWYmvEA-fwgfsrTzwA,3.5,43,2,2.5,1,1.0,46,3.565217391304348,0.6304347826086957,1.6666666666666667,1,6,0,0,0,0,0,0
XuO9tZt0mEJeawrrt0R52g,4.0,60,3,3.0,1,1.0,65,4.030769230769231,3.0153846153846158,1.6666666666666667,1,3,0,0,0,0,1,1
FcpUVh4rkOdQ22raeVPekg,1.5,62,3,4.0,1,1.0,65,1.6307692307692307,1.3692307692307693,1.6666666666666667,1,2,0,0,1,0,1,0
To3KewTvNrjNeWw-JbtR4w,4.0,54,2,3.0,1,2.0,56,3.7857142857142856,1.1428571428571428,1.6666666666666667,1,18,1,0,0,0,1,0
QVE3HLrEsRfMmOBvFJcExg,3.0,12,2,2.0,1,1.0,12,3.0,0.25,1.6666666666666667,1,4,0,0,0,0,0,0
0WdP4Plnuxn73YYoAbam5g,3.5,56,2,2.5,1,1.0,58,3.706896551724138,1.3275862068965518,1.6666666666666667,1,12,0,0,0,0,0,0
guwb1zuNEMtJVproo0ntFw,4.0,420,2,3.0,1,3.0,435,3.970114942528736,2.174712643678161,1.6666666666666667,1,16,0,0,0,2,1,0
1bYPf-ERbbhP3_MuEM7rug,2.5,25,2,2.0,1,1.0,26,2.6153846153846154,0.4230769230769231,1.6666666666666667,1,5,0,0,0,0,0,0
DfYamqDQNS1RnzeWjOcGPg,3.5,146,2,2.5,1,2.0,150,3.3866666666666667,0.8733333333333333,1.6666666666666667,1,8,0,0,0,0,0,0
BlI-twxwJnvqELP5tRCR7Q,4.0,354,3,3.5,1,2.0,364,3.771978021978022,1.675824175824176,1.6666666666666667,1,18,0,0,0,0,1,0
EA0HGLG6t8mgao6EGGzGeg,3.0,16,2,2.0,1,,16,3.0625,0.5,1.6666666666666667,1,4,0,0,0,0,0,0
cHrzPYXVLd1BEXWqi6Ug6Q,3.0,35,2,3.0,1,2.0,38,3.1578947368421053,2.6578947368421053,1.6666666666666667,1,11,1,0,0,0,1,0
VSBDNSp-rGItt1Sl70jnew,4.0,87,3,5.0,1,2.0,91,3.89010989010989,2.5824175824175826,1.6666666666666667,1,22,1,0,1,0,1,0
X6ZkbbAwCcz-ML1iihsszw,4.5,644,2,2.5,1,2.0,666,4.575075075075075,1.7027027027027026,1.6666666666666667,1,14,0,0,0,0,0,1
CVWC6KnLl9_203MzbAQbcg,4.0,64,2,2.5,1,2.0,64,4.078125,3.421875,1.6666666666666667,1,18,0,0,0,0,0,1
YU0XzRuCz0CiX3eNaTtwQw,3.5,52,2,2.5,1,2.0,55,3.4,1.8909090909090909,1.6666666666666667,1,16,0,0,0,0,0,0
6bfas5osLwyvyWcwwDg6XA,4.0,352,2,2.5,1,2.0,377,4.055702917771884,2.6153846153846154,1.6666666666666667,1,25,0,0,0,0,0,1
LgWlFdHfW2ZD8M-2vaMULg,3.5,229,1,1.5,1,1.0,235,3.5829787234042554,1.804255319148936,1.6666666666666667,1,20,0,0,0,0,0,0
w1drxBdIeFllmEsvH_3a6A,3.5,147,2,2.5,1,2.0,152,3.723684210526316,1.6907894736842106,1.6666666666666667,1,17,0,0,0,0,0,0
asJ0NfDRb1tJ7w9tjcJl3w,4.0,43,2,2.5,1,2.0,45,4.2,1.711111111111111,1.6666666666666667,1,6,0,0,0,0,0,1
W6WPIjkrt6M2hqpxf9PRIA,1.5,63,2,2.0,1,2.0,66,1.3636363636363635,1.106060606060606,1.6666666666666667,1,4,0,0,0,0,0,0
H35-qdYCX2N7nb-dbvjrZQ,3.5,32,1,1.5,1,1.0,33,3.606060606060606,1.2424242424242424,1.6666666666666667,1,6,0,0,0,0,0,0
MZnAp5j8gaxsOV-epdDRog,4.0,28,2,2.0,1,1.0,30,4.133333333333334,1.2,1.6666666666666667,1,5,0,0,0,0,0,1
OGWTzjVTIy5Jf3ndPO1STw,3.5,77,2,3.5,1,2.0,84,3.321428571428572,2.738095238095238,1.6666666666666667,1,6,0,0,1,0,1,0
NgMJ4gseQr-CxZt01eDIBA,4.5,305,1,1.5,1,2.0,309,4.330097087378641,1.2718446601941749,1.6666666666666667,1,16,0,0,0,0,0,1
Vx8lGiwyVyxGM-IEwmZIxg,2.5,24,2,2.0,1,1.0,26,2.6923076923076925,3.5,1.6666666666666667,1,1,0,0,0,0,0,0
L_HTo72qsne6m6Zn63XtJA,4.5,19,2,3.0,1,1.0,19,4.473684210526316,0.6842105263157895,1.6666666666666667,1,2,1,0,0,0,1,1
055MXBjBRCCo3A7SHmR64g,4.0,29,2,2.0,1,1.0,32,4.0625,4.78125,1.6666666666666667,1,5,0,0,0,0,0,1
oskXqC-K0AFLtgbTA4D3gQ,4.0,199,4,3.0,1,2.0,207,4.004830917874396,1.4057971014492754,1.6666666666666667,1,11,0,1,0,0,1,1
YlaS_HO1KG7dHKqaBgeFoA,3.5,14,2,2.0,1,,15,3.6666666666666665,2.4,1.6666666666666667,1,0,0,0,0,0,0,0
bOy_tyFCmdsHv_yL_xkNRg,3.5,186,4,4.5,1,2.0,192,3.552083333333333,1.7864583333333333,1.6666666666666667,1,12,0,0,0,0,1,0
hFhkY65hFZD0oFZlR6l4EA,3.5,28,2,2.0,1,1.0,28,3.5357142857142856,1.9642857142857144,1.6666666666666667,1,1,0,0,0,0,0,0
NeAd48Rr2monn9af9vY-KQ,3.5,110,2,3.0,1,2.0,119,3.689075630252101,0.957983193277311,1.6666666666666667,1,13,1,0,0,0,1,0
io5F4T6OsTlufMHzDTYs6Q,4.0,39,2,3.0,1,1.0,39,3.8461538461538463,1.0769230769230769,1.6666666666666667,1,2,1,0,0,0,1,0
hOVphvLElFBXKDArFRgUvQ,4.0,200,3,4.0,1,2.0,207,4.231884057971015,2.140096618357488,1.6666666666666667,1,28,2,0,0,0,1,1
BOdfIwPcvZ2V9vsOXCVgfA,3.0,93,2,3.5,1,2.0,96,3.28125,0.75,1.6666666666666667,1,10,0,0,1,0,1,0
pBCTFeShTC-vpgJK9peiwQ,4.0,32,1,1.0,1,1.0,38,3.947368421052632,1.973684210526316,1.6666666666666667,1,4,0,0,0,0,0,0
tDxZHakdC1C67XVC2QUVKQ,3.5,48,1,1.0,1,2.0,50,3.54,2.96,1.6666666666666667,1,3,0,0,0,0,0,0
ggmN08IvJVrzNlhbkeLQgA,3.5,32,2,2.5,1,2.0,34,3.5294117647058822,1.8235294117647056,1.6666666666666667,1,6,0,0,0,0,0,0
X-lGF6aL8RIO-3ROlxcZYA,4.0,108,2,2.5,1,1.0,111,3.765765765765766,1.4954954954954955,1.6666666666666667,1,10,0,0,0,0,0,0
Di3LKw_5zi4PTCIh0LdbEQ,4.0,355,2,1.0,1,2.0,366,3.920765027322404,1.0546448087431697,1.6666666666666667,1,36,0,2,0,0,0,0
lKU_kljhbEQKIPaM1Zbqiw,4.0,1147,1,1.5,1,2.0,1165,4.142489270386266,1.4068669527896995,1.6666666666666667,1,19,0,0,0,0,0,1
Qjib-PCjkZPyHOADAgPNYA,3.5,140,2,2.0,1,2.0,146,3.3972602739726026,1.13013698630137,1.6666666666666667,1,4,0,0,0,0,0,0
eWQt1GxjK0eQ9vzJkvpKxw,4.0,38,2,2.5,1,,40,3.95,2.175,1.6666666666666667,1,13,0,0,0,0,0,0
6-tz8gX93UjA8K3ZYUttTA,3.5,11,2,2.5,1,1.0,12,3.583333333333333,2.333333333333333,1.6666666666666667,1,7,0,0,0,0,0,0
DuB7JAFDaR6RUJRLU1Avbw,2.5,113,2,2.5,1,1.0,115,2.347826086956522,0.417391304347826,1.6666666666666667,1,36,0,0,0,0,0,0
ApIkL5Nngq0bckgouxiAqQ,3.0,16,2,2.5,1,1.0,16,2.75,3.6875,1.6666666666666667,1,7,0,0,0,0,0,0
-P-pHBN0NA3cE3jjvA2jbg,4.0,80,2,3.0,1,2.0,82,3.817073170731707,1.5853658536585369,1.6666666666666667,1,7,1,0,0,0,1,0
ncV2pWHX-prHVbfgeJHNhQ,4.0,11,2,2.0,1,1.0,11,4.181818181818182,5.090909090909091,1.6666666666666667,1,1,0,0,0,0,0,1
tbnajfmD2VlxDQ2RmaC7yQ,4.0,354,1,1.5,1,2.0,368,4.165760869565218,1.4918478260869563,1.6666666666666667,1,10,0,0,0,0,0,1
sg4zySgp0Al1WNk-JhTbHQ,1.5,17,2,2.0,1,1.0,19,1.4210526315789471,1.5263157894736843,1.6666666666666667,1,5,0,0,0,0,0,0
vC02DK_jvWZS1MMxrGG0mQ,4.5,19,2,2.0,1,,20,4.65,0.85,1.6666666666666667,1,2,0,0,0,0,0,1
4Lh3RmIM3scml_9DOxY2Sw,3.5,303,2,2.5,1,2.0,317,3.413249211356467,1.917981072555205,1.6666666666666667,1,19,0,0,0,0,0,0
IBmgWfsTokX3kwpFmaKB6Q,4.5,16,2,2.0,1,1.0,16,4.4375,1.0625,1.6666666666666667,1,2,0,0,0,0,0,1
hYWwNKt65xf525Z1GaQsNg,3.0,143,1,1.5,1,2.0,149,3.1677852348993287,1.3758389261744963,1.6666666666666667,1,10,0,0,0,0,0,0
AVCjn9uVgkjIRM3uYrEf1w,3.0,22,2,2.0,1,1.0,23,3.3043478260869565,0.5652173913043478,1.6666666666666667,1,4,0,0,0,0,0,0
QczrxKwcs99ar_DL09sUhw,3.0,74,2,2.5,1,2.0,77,2.8181818181818183,0.948051948051948,1.6666666666666667,1,20,0,0,0,0,0,0
j8_GtOGBHwOty3nB4k23gA,4.5,128,2,2.5,1,1.0,130,4.3538461538461535,2.3846153846153846,1.6666666666666667,1,6,0,0,0,0,0,1
tYZ_yj9rJEDH-BbgKIctXw,4.0,15,2,2.5,1,2.0,16,4.125,1.3125,1.6666666666666667,1,6,0,0,0,0,0,1
z0uEdU0l5tYRgjkrzbMWVA,4.0,47,1,1.0,1,1.0,47,3.787234042553192,4.191489361702128,1.6666666666666667,1,4,0,0,0,0,0,0
yNCFucjmzObzUI7X3Ql_lw,4.0,588,2,2.5,1,1.0,610,4.127868852459017,2.047540983606557,1.6666666666666667,1,10,0,0,0,0,0,1
HUhet8XDKW8aYXwhhroKTA,3.0,17,2,2.0,1,1.0,17,3.0,2.0588235294117645,1.6666666666666667,1,5,0,0,0,0,0,0
4SXaGSvFfz870jntat6ueQ,4.5,44,1,1.5,1,1.0,44,4.363636363636363,1.75,1.6666666666666667,1,8,0,0,0,0,0,1
woMV1gBnJeONZtQSlM6jaA,3.5,54,2,2.5,1,2.0,59,3.5254237288135597,2.23728813559322,1.6666666666666667,1,6,0,0,0,0,0,0
GUgIOkipkxvabF5jQCctVQ,3.0,319,2,4.0,1,2.0,334,3.215568862275449,2.6766467065868262,1.6666666666666667,1,13,1,0,1,0,1,0
